KEY_ID,KEY_NAME,KEY_DESCRIPTION,KEY_DIFFICULTY,KEY_CATEGORY,KEY_LENGTH,KEY_GOAL1,KEY_GOAL2,KEY_GOAL3,KEY_IMAGE
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קשה,1,5,0,0,1,/drawable/pic20
,וי סטפ שמאלה,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל שמאל קדימה באלכסון שמאלה ואז לפסוע עם רגל ימין באלכסון ימינה ולסגור עם רגל שמאל ואז ימין. חוזר חלילה,קשה מאוד,1,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קל מאוד,1,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קל,1,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,בינוני,1,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קשה,1,5,0,0,1,/drawable/pic20
,וי סטפ משולב ,עמידה במקום עם רגליים צמודות יש לפסוע עם רגל ימין קדימה באלכסון ימינה ואז לפסוע עם רגל שמאל באלכסון שמאלה ולסגור עם רגל ימין ואז שמאל. חוזר חלילה לשני הכיוונים. ,קשה מאוד,1,5,0,0,1,/drawable/pic20
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל מאוד,1,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קל,1,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,בינוני,1,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה,1,5,0,0,1,/drawable/pic21
,ג'קים,קפיצה במקום. רגליים סגורות ידיים מונחות לצדי הגוף. יש לפתוח ולהניף ידיים ולחזור למצב ההתחלתי לסגור ולהוריד ידיים. דקה. 3 סטים,קשה מאוד,1,5,0,0,1,/drawable/pic21
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל מאוד,1,5,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קל,1,5,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,בינוני,1,10,0,0,1,/drawable/pic22
,ריצה במקום,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה,1,10,0,0,1,/drawable/pic22
,ריצה במקום ,ריצה במקום. יש להביא את הברכיים כמה שיותר גבוה עד 90 מעלות. דקה. 3 סטים.,קשה מאוד,1,15,0,0,1,/drawable/pic22
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן.,קל מאוד,1,5,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,קל,1,5,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,בינוני,1,10,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן. ,קשה,1,10,0,0,1,/drawable/pic23
,ריצה במקום- עקבים למעלה,ריצה במקום. יש להרים עקבים לכיוון הישבן.,קשה מאוד,1,15,0,0,1,/drawable/pic23
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קל מאוד,1,5,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קל,1,5,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,בינוני,1,10,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קשה,1,10,0,0,1,/drawable/pic24
,ריצה במקום- ברכיים למעלה,ריצה במקום. יש להרים ברכיים ב90 מעלות כלפי מעלה.,קשה מאוד,1,15,0,0,1,/drawable/pic24
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קל מאוד,1,5,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קל,1,5,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,בינוני,1,10,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קשה,1,10,0,0,1,/drawable/pic25
,סטפ-טאצ',מצב התחלתי- רגליים צמודות אחת לשניה. יש לפסוע צעד ימינה ולסגור עם רגל שמאל. לאחר מכן לפסוע שמאלה עם רגל שמאל ולסגור עם ימין. וחוזר חלילה,קשה מאוד,1,15,0,0,1,/drawable/pic25
